DATAFLOW,LAST UPDATE,freq,ind_type,indic_is,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with basic or above basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Romania,2021,97.98,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with basic or above basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Romania,2023,98.33,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with basic or above basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Serbia,2021,97.40,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with basic or above basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Serbia,2023,99.48,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with basic or above basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Sweden,2021,97.11,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with basic or above basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Sweden,2023,98.12,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with basic or above basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Slovenia,2021,96.46,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with basic or above basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Slovenia,2023,96.73,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with basic or above basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Slovakia,2021,96.77,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with basic or above basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Slovakia,2023,97.28,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with basic or above basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Türkiye,2021,97.91,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with basic or above basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Türkiye,2023,99.51,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Albania,2021,17.11,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Albania,2023,23.19,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Austria,2021,55.94,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Austria,2023,53.21,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Bosnia and Herzegovina,2021,24.50,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Bosnia and Herzegovina,2023,26.65,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Belgium,2021,47.92,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Belgium,2023,52.28,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Bulgaria,2021,22.43,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Bulgaria,2023,24.82,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Switzerland,2021,60.05,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Switzerland,2023,60.73,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Cyprus,2021,42.80,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Cyprus,2023,46.46,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Czechia,2021,43.71,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Czechia,2023,50.42,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Germany,2021,39.34,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Germany,2023,43.68,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Denmark,2021,54.64,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Denmark,2023,52.72,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021,47.45,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2023,48.28,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Estonia,2021,45.44,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Estonia,2023,53.14,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Greece,2021,40.55,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Greece,2023,45.11,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Spain,2021,52.35,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Spain,2023,52.28,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,European Union - 27 countries (from 2020),2021,45.23,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,European Union - 27 countries (from 2020),2023,46.18,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Finland,2021,63.88,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Finland,2023,65.21,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,France,2021,55.04,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,France,2023,50.74,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Croatia,2021,64.43,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Croatia,2023,39.72,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Hungary,2021,38.45,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Hungary,2023,43.27,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Ireland,2021,55.96,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Ireland,2023,58.46,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Iceland,2021,68.94,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Italy,2021,40.88,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Italy,2023,42.47,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Lithuania,2021,42.49,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Lithuania,2023,41.71,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Luxembourg,2021,54.95,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Luxembourg,2023,51.00,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Latvia,2021,39.22,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Latvia,2023,36.59,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Montenegro,2021,40.84,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Montenegro,2023,51.65,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,North Macedonia,2021,16.17,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Malta,2021,48.63,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Malta,2023,50.12,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Netherlands,2021,64.88,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Netherlands,2023,66.74,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Norway,2021,65.80,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Norway,2023,66.81,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Poland,2021,37.28,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Poland,2023,38.41,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Portugal,2021,44.49,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Portugal,2023,45.81,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Romania,2021,22.70,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Romania,2023,21.70,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Serbia,2021,33.50,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Serbia,2023,40.49,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Sweden,2021,54.98,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Sweden,2023,56.21,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Slovenia,2021,40.30,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Slovenia,2023,40.58,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Slovakia,2021,43.31,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Slovakia,2023,39.58,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Türkiye,2021,17.16,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals,Türkiye,2023,19.63,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,Albania,2021,21.55,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,Albania,2023,27.90,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,Austria,2021,60.46,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,Austria,2023,55.81,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,Bosnia and Herzegovina,2021,32.37,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,Bosnia and Herzegovina,2023,31.96,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,Belgium,2021,51.64,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,Belgium,2023,55.24,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,Bulgaria,2021,29.80,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,Bulgaria,2023,30.88,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,Switzerland,2021,61.19,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,Switzerland,2023,61.19,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,Cyprus,2021,47.16,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,Cyprus,2023,50.93,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,Czechia,2021,49.20,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,Czechia,2023,54.78,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,Germany,2021,43.03,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,Germany,2023,47.23,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,Denmark,2021,55.25,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,Denmark,2023,53.37,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021,52.90,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2023,52.50,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,Estonia,2021,49.94,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,Estonia,2023,57.02,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,Greece,2021,51.66,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,Greece,2023,53.06,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,Spain,2021,55.75,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,Spain,2023,54.78,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,European Union - 27 countries (from 2020),2021,50.83,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,European Union - 27 countries (from 2020),2023,50.51,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,Finland,2021,66.06,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,Finland,2023,66.75,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,France,2021,60.12,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,France,2023,54.66,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,Croatia,2021,79.29,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,Croatia,2023,47.63,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,Hungary,2021,43.37,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,Hungary,2023,47.31,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,Ireland,2021,56.56,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,Ireland,2023,62.68,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,Iceland,2021,69.33,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,Italy,2021,50.10,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,Italy,2023,48.87,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,Lithuania,2021,48.88,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,Lithuania,2023,47.13,,
ESTAT:ISOC_SK_DSKL_I21$DEFAULTVIEW(1.0),17/12/24 11:00:00,Annual,All individuals,Individuals with above basic digital content creation skills,Percentage of individuals who used internet in the last 3 months,Luxembourg,2021,55.70,,
